Id,Score,CreationDate,ViewCount,AnswerCount,CommentCount,FavoriteCount,AskerId,Reputation,TagCount,TitleLength,Technology
179,5,8/20/2009 12:21,490,20,0,1.0,2147,166569,1,14,
180,9,6/30/2009 14:03,1224,17,1,7.0,2147,166569,5,3,sql
181,17,7/2/2009 14:49,13837,2,3,1.0,2147,166569,4,10,sql
184,8,5/5/2009 19:21,15295,4,4,4.0,2156,4600,3,10,
185,4,2/3/2009 19:10,5439,1,1,4.0,2164,1172,3,3,
186,4,9/28/2009 2:23,1726,2,0,6.099725839616175,2168,12780,3,11,
187,3,9/26/2009 0:06,402,2,0,6.099725839616175,2168,12780,2,12,
189,2,8/20/2009 22:41,586,2,5,6.099725839616175,2168,12780,3,8,python
190,7,7/1/2009 16:05,12092,2,3,2.0,2169,12403,3,6,php
192,0,10/22/2009 16:23,366,1,1,6.099725839616175,2177,8694,2,7,ruby-on-rails
195,116,9/2/2009 12:23,119705,8,6,40.0,2183,34578,3,8,python
196,1,1/22/2009 0:08,3912,5,0,6.099725839616175,2183,34578,3,11,python
197,0,6/15/2009 19:02,481,2,4,6.099725839616175,2191,12119,3,13,
198,2,1/13/2009 19:26,174,3,0,6.099725839616175,2197,19728,2,10,
199,2,2/26/2009 17:28,613,9,0,6.099725839616175,2197,19728,2,9,
200,5,3/10/2009 16:01,498,9,2,0.0,2197,19728,2,7,
202,3,11/3/2009 15:23,106,2,2,6.099725839616175,2197,19728,1,9,
203,5,1/28/2009 19:44,1766,5,0,0.0,2197,19728,2,8,
205,3,2/9/2009 20:20,228,6,0,2.0,2197,19728,2,12,
207,2,1/27/2009 15:19,2672,2,1,6.099725839616175,2199,80664,5,7,
208,7,6/29/2009 21:05,6033,7,0,5.0,2207,2680,2,3,
209,49,5/15/2009 2:00,39905,3,0,9.0,2230,30561,2,10,xml
212,8,2/5/2009 21:12,4663,6,4,2.0,2238,62475,2,6,
213,0,5/21/2009 18:17,537,1,0,6.099725839616175,2238,62475,2,8,php
216,1,3/11/2009 8:54,332,1,0,6.099725839616175,2238,62475,2,6,
217,4,4/12/2009 12:13,1835,5,1,3.0,2238,62475,3,3,php
221,0,4/10/2009 23:02,612,2,0,1.0,2238,62475,2,9,
222,4,5/25/2009 6:57,244,6,0,2.0,2238,62475,2,5,
223,11,3/24/2009 17:26,12072,4,0,3.0,2238,62475,3,5,sql
224,0,2/9/2009 23:55,352,7,2,1.0,2238,62475,3,5,
226,6,11/17/2009 23:30,2991,1,0,1.0,2246,34870,2,5,
230,3,5/15/2009 19:16,2454,1,0,3.0,5931,445,3,17,
232,11,5/13/2009 22:33,3821,6,2,4.0,9,22626,2,11,
233,3,12/1/2009 0:37,6159,3,0,1.0,9,22626,2,14,
234,7,5/22/2009 23:40,6245,3,1,2.0,5954,2501,4,9,
242,0,7/7/2009 4:45,92,1,0,6.099725839616175,2270,509,3,16,
245,3,10/5/2009 10:49,1350,6,3,3.0,1084,105500,4,13,
246,2,1/12/2009 22:06,528,8,3,6.099725839616175,5978,4340,3,9,
250,22,1/10/2009 18:49,5042,5,0,9.0,5978,4340,3,5,
251,1,10/14/2009 17:25,352,2,0,6.099725839616175,5978,4340,1,6,
253,5,11/25/2009 17:54,2073,1,0,6.099725839616175,2283,13786,1,7,windows
254,3,9/16/2009 14:35,3178,4,0,1.0,2283,13786,1,18,python
255,8,7/8/2009 8:50,2575,1,0,2.0,1084,105500,3,13,python
256,1,10/27/2009 20:29,2662,2,2,1.0,22,17166,3,5,
257,1,10/5/2009 3:25,409,1,0,6.099725839616175,2291,22469,2,9,
258,5,5/8/2009 22:37,10175,6,0,1.0,5987,263163,4,9,
259,1,7/8/2009 6:52,1409,3,0,6.099725839616175,1084,105500,3,6,python
260,7,10/4/2009 15:40,5169,3,2,2.0,1084,105500,4,11,windows
262,0,9/17/2009 19:58,2314,1,0,6.099725839616175,2293,6326,4,8,ruby-on-rails
263,0,4/16/2009 0:34,393,1,0,6.099725839616175,2293,6326,5,11,ruby-on-rails
264,136,5/15/2009 19:46,80522,9,0,29.0,2293,6326,4,7,ruby
265,5,2/12/2009 23:34,4720,5,1,1.0,2293,6326,4,8,ruby
266,0,10/24/2009 14:18,1210,2,2,6.099725839616175,2294,653,4,5,php
267,5,6/30/2009 12:48,698,2,1,3.0,23,6258,2,5,
268,2,7/8/2009 17:57,864,2,0,1.0,25,32850,2,16,
269,11,2/27/2009 22:28,9561,5,3,9.0,25,32850,5,8,ruby-on-rails
271,3,3/19/2009 15:27,2734,1,0,6.099725839616175,26,18099,3,7,python
272,22,3/19/2009 20:55,24386,19,2,1.0,26,18099,1,7,sql
279,1,5/19/2009 15:50,227,5,0,6.099725839616175,26,18099,3,8,sql
280,1,2/10/2009 16:26,2768,4,0,6.099725839616175,26,18099,2,13,sql
281,3,2/17/2009 20:45,706,1,0,6.099725839616175,26,18099,3,13,
282,0,9/23/2009 16:05,230,1,1,6.099725839616175,26,18099,1,7,
284,2,10/30/2009 17:03,3124,2,2,2.0,1095,181,3,4,
286,1,7/16/2009 20:37,723,2,0,1.0,2313,20063,1,14,
287,15,2/25/2009 22:15,3049,1,1,2.0,2313,20063,1,11,
288,0,7/29/2009 17:57,476,1,0,6.099725839616175,2313,20063,1,7,nhibernate
289,8,1/29/2009 13:15,15869,5,1,1.0,1097,9220,2,9,sharepoint
290,0,8/24/2009 17:50,1076,5,0,0.0,1100,35699,2,3,
291,0,10/20/2009 14:32,488,1,0,6.099725839616175,1100,35699,2,12,
292,597,8/24/2009 11:37,339037,11,12,173.0,1100,35699,1,5,
293,2,8/14/2009 11:43,6009,5,1,3.0,1100,35699,3,6,
294,0,6/1/2009 16:14,899,2,1,6.099725839616175,1100,35699,3,8,xml
295,3,1/28/2009 19:55,3581,2,0,1.0,1100,35699,3,10,windows
296,1,9/23/2009 18:24,1580,2,0,6.099725839616175,1100,35699,2,9,
297,9,11/5/2009 18:44,4942,6,1,6.099725839616175,1100,35699,4,6,
298,19,5/26/2009 18:23,2486,1,0,4.0,1100,35699,1,6,
300,2,2/13/2009 17:12,3522,4,0,6.099725839616175,1100,35699,1,11,
301,0,1/22/2009 11:49,197,4,0,6.099725839616175,1100,35699,1,18,
302,1,3/28/2009 20:24,563,2,0,6.099725839616175,1100,35699,3,13,
303,0,6/10/2009 11:56,3516,3,2,6.099725839616175,1100,35699,4,12,
304,6,2/14/2009 12:52,6554,6,0,6.099725839616175,1100,35699,1,3,
305,1,4/30/2009 13:42,568,2,0,1.0,1100,35699,1,4,
307,5,2/4/2009 17:57,5378,2,1,1.0,1100,35699,2,8,
308,0,5/15/2009 14:38,1458,1,0,6.099725839616175,1100,35699,2,10,
314,5,9/15/2009 18:31,2997,2,0,1.0,26,18099,3,17,
315,7,6/25/2009 21:46,368,8,1,6.099725839616175,26,18099,2,9,
318,0,2/25/2009 18:39,2752,2,0,6.099725839616175,2327,3430,2,5,
319,0,1/7/2009 16:51,899,1,0,6.099725839616175,2327,3430,4,7,
320,18,3/3/2009 3:25,3892,11,0,5.0,2327,3430,5,5,
321,4,3/12/2009 9:27,14061,5,0,6.099725839616175,1101,340,1,13,sharepoint
322,1,2/20/2009 13:13,6020,3,0,1.0,1104,606,4,9,
323,0,12/14/2009 14:52,928,2,0,6.099725839616175,1108,13929,3,3,ruby-on-rails
324,1,7/21/2009 18:55,2273,3,0,1.0,1108,13929,5,4,ruby-on-rails
326,2,12/4/2009 10:51,547,4,2,6.099725839616175,1111,1659,2,9,
327,3,6/16/2009 20:47,1639,2,0,6.099725839616175,5987,263163,3,9,
330,4,1/13/2009 19:20,332,7,3,1.0,26,18099,1,12,
333,9,4/2/2009 0:03,6433,8,1,2.0,2341,1508,4,9,
334,0,1/21/2009 19:26,508,2,0,6.099725839616175,2341,1508,2,9,
336,0,1/5/2009 12:00,479,4,2,6.099725839616175,1116,27591,4,9,
337,0,7/6/2009 14:35,557,1,0,6.099725839616175,1116,27591,3,7,
338,34,2/17/2009 12:58,12328,7,1,5.0,1116,27591,2,11,
345,0,9/13/2009 11:41,111,1,0,6.099725839616175,2348,6681,1,5,
349,5,5/22/2009 10:47,8360,1,0,6.099725839616175,2361,32420,5,9,
351,0,11/23/2009 14:15,778,2,2,6.099725839616175,2362,38918,3,10,tomcat
355,6,12/8/2009 23:38,454,1,1,6.099725839616175,1116,27591,3,10,
356,0,8/12/2009 7:36,344,1,0,1.0,33,26212,2,11,
357,0,3/27/2009 15:07,501,3,2,6.099725839616175,33,26212,3,16,
360,3,1/30/2009 14:44,4022,2,1,6.099725839616175,1116,27591,1,4,
363,16,1/13/2009 3:06,24221,9,0,4.0,2375,945,1,14,
364,0,12/8/2009 21:04,1264,1,1,6.099725839616175,6013,23838,3,9,python
367,1,11/5/2009 10:38,2306,2,1,6.099725839616175,1122,13574,3,10,windows
371,1,5/27/2009 2:58,1080,3,0,1.0,6034,2631,3,5,
372,1,8/24/2009 0:24,2269,4,0,6.099725839616175,6040,5208,2,4,
375,2,3/11/2009 1:43,6152,10,4,2.0,43,2785,3,8,php
376,1,7/8/2009 3:25,1699,2,0,6.099725839616175,43,2785,3,13,
377,0,11/21/2009 18:16,3960,2,0,6.099725839616175,43,2785,2,4,
380,0,2/6/2009 21:24,436,4,0,6.099725839616175,1145,2499,1,5,
381,22,7/13/2009 3:14,27842,7,0,13.0,6044,43797,1,12,
382,0,7/27/2009 9:16,275,2,0,6.099725839616175,6048,3142,2,12,ruby-on-rails
383,5,10/14/2009 2:58,1838,2,2,1.0,2386,11785,3,6,
384,18,2/14/2009 3:15,11501,7,0,11.0,2386,11785,2,9,
386,0,1/6/2009 21:22,1869,2,1,6.099725839616175,2404,2393,2,6,
388,1,7/15/2009 23:00,4112,3,0,3.0,1155,625,5,7,python
389,33,11/12/2009 21:34,23015,5,0,13.0,1156,1138,1,12,
393,1,11/6/2009 14:27,252,5,1,1.0,1163,1545,2,4,
394,2,6/23/2009 14:14,372,2,0,2.0,1168,1308,3,5,
395,1,8/6/2009 13:04,2911,3,0,6.099725839616175,1168,1308,4,6,
396,1,2/20/2009 16:18,5514,2,0,6.099725839616175,1168,1308,4,4,
397,0,7/15/2009 15:01,317,2,0,6.099725839616175,1168,1308,4,8,
398,4,8/5/2009 9:45,1008,3,2,1.0,1169,4547,4,2,
399,11,4/17/2009 6:50,5728,2,0,7.0,6068,249936,3,11,
401,9,11/5/2009 14:40,2801,4,0,8.0,6068,249936,2,9,ruby-on-rails
402,12,9/7/2009 21:27,37063,4,0,4.0,6068,249936,5,8,
405,3,10/21/2009 5:30,8819,6,5,1.0,1169,4547,4,7,
406,2,8/11/2009 14:39,193,1,0,6.099725839616175,1174,7422,1,11,ruby-on-rails
408,2,4/2/2009 19:35,961,1,0,1.0,1174,7422,3,10,ruby-on-rails
409,6,1/9/2009 22:38,2853,7,0,5.0,6068,249936,3,7,
411,6,5/17/2009 23:17,319,7,0,2.0,6068,249936,1,10,
412,4,9/3/2009 7:59,330,2,0,6.099725839616175,6068,249936,4,6,
413,0,5/24/2009 10:33,1639,2,2,6.099725839616175,6068,249936,3,12,
416,2,8/28/2009 18:37,93,2,0,6.099725839616175,6068,249936,3,6,
418,10,12/23/2009 13:17,1973,2,0,6.099725839616175,1174,7422,2,16,ruby-on-rails
420,0,9/21/2009 16:10,1365,3,0,6.099725839616175,1175,73533,4,6,
421,0,8/3/2009 13:18,396,3,1,6.099725839616175,6068,249936,1,14,python
423,0,9/13/2009 16:42,223,3,0,6.099725839616175,6068,249936,1,9,
424,2,4/6/2009 20:03,1157,1,0,1.0,6069,10816,2,10,
425,0,7/26/2009 19:03,5975,2,1,6.099725839616175,6083,13412,5,7,
426,0,10/22/2009 11:31,228,2,0,1.0,6083,13412,5,13,
427,4,2/8/2009 13:49,6033,3,2,7.0,1175,73533,2,4,
428,3,11/7/2009 17:10,281,3,0,6.099725839616175,6083,13412,3,13,
431,1,10/20/2009 11:04,1926,1,1,1.0,1178,4628,1,4,
432,4,5/30/2009 15:33,872,1,0,2.0,1190,58902,4,9,
434,0,7/8/2009 17:27,730,2,0,6.099725839616175,1190,58902,5,13,ruby-on-rails
435,5,4/29/2009 16:45,508,2,0,1.0,1190,58902,2,11,ruby-on-rails
436,11,6/13/2009 16:59,3695,5,7,1.0,1190,58902,4,11,ruby-on-rails
437,0,1/12/2009 13:34,213,2,0,6.099725839616175,1190,58902,5,10,ruby-on-rails
439,0,9/2/2009 15:01,338,1,1,6.099725839616175,1190,58902,3,12,
440,3,4/30/2009 16:48,2095,1,0,2.0,1190,58902,4,9,ruby
442,0,10/29/2009 21:49,360,1,0,6.099725839616175,1190,58902,2,14,
443,6,1/20/2009 3:08,625,3,0,2.0,1190,58902,2,15,
445,6,7/28/2009 17:44,1231,3,0,2.0,1190,58902,3,8,ruby-on-rails
446,22,5/6/2009 14:32,18390,6,1,7.0,1190,58902,3,12,
447,0,9/2/2009 14:36,94,1,0,6.099725839616175,1190,58902,4,18,ruby-on-rails
448,1,5/16/2009 17:16,1268,1,1,1.0,1190,58902,5,10,ruby-on-rails
449,13,10/19/2009 8:21,3205,11,4,3.0,6091,6972,2,10,
450,16,3/4/2009 13:06,9302,4,7,10.0,6091,6972,4,7,
456,0,3/30/2009 12:30,247,6,0,6.099725839616175,6096,3817,2,12,php
457,0,11/16/2009 12:54,225,1,0,6.099725839616175,1190,58902,3,10,
459,0,7/24/2009 14:57,2890,1,0,6.099725839616175,6108,335,1,12,
462,2,12/4/2009 16:32,1150,1,0,6.099725839616175,6125,4445,3,7,sharepoint
463,4,4/3/2009 10:57,377,0,0,6.099725839616175,6125,4445,2,3,
464,1,5/30/2009 3:23,611,2,1,1.0,2443,84411,3,6,
465,0,1/15/2009 1:13,93,2,2,6.099725839616175,2443,84411,3,12,
466,6,1/6/2009 16:35,1509,3,0,1.0,2443,84411,2,6,
469,3,1/28/2009 21:11,684,0,0,2.0,64,9612,1,8,
472,1,5/4/2009 22:38,196,6,2,6.099725839616175,64,9612,2,3,sql
473,0,4/22/2009 20:35,286,1,0,6.099725839616175,64,9612,1,6,
474,1,3/13/2009 17:26,3168,2,0,6.099725839616175,64,9612,2,4,
475,3,2/19/2009 17:39,230,3,2,6.099725839616175,64,9612,1,4,
476,0,5/21/2009 14:12,3489,2,2,6.099725839616175,1194,4818,1,7,
477,1,8/25/2009 13:35,981,2,0,6.099725839616175,1196,112892,2,8,
479,2,9/2/2009 14:34,12900,2,0,1.0,64,9612,3,4,
481,1,1/12/2009 14:21,77,1,0,1.0,2443,84411,3,6,
484,2,7/14/2009 5:34,1818,1,2,1.0,1196,112892,3,8,
488,1,1/12/2009 17:37,156,8,0,6.099725839616175,2443,84411,2,5,
489,1,9/17/2009 20:28,77,1,4,0.0,2443,84411,3,8,
490,12,3/6/2009 16:49,8921,4,2,1.0,2443,84411,3,8,php
494,24,3/6/2009 13:59,5604,6,2,11.0,2443,84411,3,2,
499,3,1/12/2009 2:47,551,2,0,3.0,2443,84411,3,2,
500,2,3/25/2009 19:11,878,3,0,1.0,1212,3942,2,5,
501,2,6/11/2009 15:07,992,2,0,1.0,1212,3942,2,4,
502,1,5/19/2009 12:37,1415,2,0,6.099725839616175,1212,3942,2,10,
503,0,3/9/2009 4:35,208,3,2,6.099725839616175,1212,3942,1,6,
505,2,8/11/2009 14:02,417,3,0,1.0,1212,3942,1,11,
508,3,3/31/2009 14:57,604,1,0,1.0,1212,3942,3,4,
509,1,11/12/2009 17:05,748,2,0,2.0,1212,3942,1,5,oop
510,0,4/9/2009 16:34,2427,2,0,6.099725839616175,1212,3942,3,4,
511,1,10/9/2009 15:08,1566,1,0,6.099725839616175,1212,3942,2,7,
512,0,5/18/2009 14:10,74,1,0,6.099725839616175,1212,3942,3,5,
513,0,1/13/2009 15:40,177,1,1,6.099725839616175,1212,3942,1,7,
514,7,1/5/2009 20:09,3295,9,6,5.0,1219,35020,3,10,sql
515,25,7/21/2009 12:26,36082,8,5,6.0,1219,35020,4,11,
517,12,9/29/2009 14:57,40548,8,2,6.099725839616175,1220,36251,1,12,
519,0,12/18/2009 20:37,956,2,2,6.099725839616175,1231,18349,3,14,
521,4,4/2/2009 7:43,551,5,1,1.0,4869,16362,3,13,
522,2,5/28/2009 16:39,252,1,1,2.0,6144,56238,3,11,
523,4,3/3/2009 2:37,1716,5,0,1.0,6144,56238,2,15,
525,1,11/11/2009 18:12,1421,2,0,1.0,6144,56238,3,8,
526,0,2/9/2009 14:48,2545,2,0,6.099725839616175,1231,18349,3,14,
528,1,11/26/2009 19:21,713,1,0,1.0,1231,18349,3,13,
530,12,5/24/2009 12:58,12714,3,1,5.0,4869,16362,3,9,
531,3,8/17/2009 10:56,495,1,0,6.099725839616175,4869,16362,3,7,
532,0,6/8/2009 20:27,1691,3,0,0.0,4873,2760,3,8,
534,18,5/6/2009 15:12,11623,5,0,8.0,2459,1476,3,5,
536,11,3/27/2009 17:44,11617,3,2,4.0,2459,1476,5,10,windows
539,1,4/24/2009 18:53,380,1,0,6.099725839616175,2459,1476,2,14,
541,32,1/26/2009 22:18,11238,1,0,4.0,4883,296864,4,12,ruby-on-rails
543,3,2/13/2009 23:09,1719,3,1,0.0,4883,296864,2,5,ruby-on-rails
544,11,10/13/2009 0:36,54865,7,3,4.0,67,133206,3,8,sharepoint
545,1,8/29/2009 3:32,1945,0,1,2.0,2464,1936,3,8,
547,3,4/10/2009 9:02,665,3,2,1.0,4883,296864,2,6,ruby
548,164,8/28/2009 20:00,64764,10,0,23.0,4883,296864,2,5,ruby-on-rails
549,4,1/8/2009 23:53,4437,4,0,1.0,4884,2697,4,11,sql
552,65,8/20/2009 15:47,36540,7,0,26.0,4890,2648,3,6,
556,0,5/18/2009 18:38,1744,2,0,6.099725839616175,71,27707,3,9,
558,3,10/14/2009 15:05,502,3,1,2.0,6161,23542,1,12,
559,6,1/20/2009 22:06,12929,8,0,1.0,6161,23542,3,8,sql
560,0,1/14/2009 19:44,4871,3,1,6.099725839616175,6161,23542,3,8,
562,0,1/28/2009 14:00,288,4,0,6.099725839616175,6164,1964,4,10,
563,1,8/3/2009 8:58,1860,2,7,6.099725839616175,6164,1964,5,16,
564,8,3/2/2009 4:04,6555,11,3,7.0,6173,2892,2,7,python
565,3,1/2/2009 19:51,2414,3,0,6.099725839616175,6174,3739,1,15,
567,6,2/25/2009 21:39,2049,4,1,1.0,6180,23454,3,8,
569,18,10/23/2009 11:04,5257,9,1,8.0,4890,2648,3,7,
571,4,2/6/2009 19:11,252,3,2,6.099725839616175,4893,57416,1,10,
572,7,1/21/2009 15:36,11966,4,0,2.0,4893,57416,3,11,
573,0,4/15/2009 14:59,335,1,1,1.0,6193,4621,1,11,
575,8,3/10/2009 6:58,2809,3,1,2.0,11827,5774,5,10,windows
578,0,2/11/2009 3:54,1465,1,2,1.0,1261,1085,1,8,
580,2,10/18/2009 16:42,1622,0,5,6.099725839616175,4904,378,1,15,
581,1,3/19/2009 3:32,270,1,0,6.099725839616175,4906,10960,1,13,
582,0,5/29/2009 22:04,61,1,0,6.099725839616175,4906,10960,2,18,windows
583,1,3/15/2009 23:08,3268,1,0,6.099725839616175,4906,10960,2,10,
584,3,5/13/2009 14:40,196,2,3,1.0,4906,10960,2,13,
586,2,9/7/2009 14:29,5251,3,0,1.0,6200,5201,4,7,
587,0,5/29/2009 5:32,533,2,0,6.099725839616175,6203,400,2,8,
594,2,3/2/2009 20:57,934,1,1,6.099725839616175,1269,2009,2,8,
596,0,3/1/2009 15:46,1232,3,0,2.0,1269,2009,5,7,sql
597,2,2/14/2009 3:10,8786,2,0,6.099725839616175,4906,10960,3,9,
598,4,5/2/2009 4:22,241,8,0,0.0,4906,10960,3,20,
599,1,4/22/2009 20:10,3833,3,0,6.099725839616175,4906,10960,1,13,
600,-1,4/21/2009 16:23,1317,3,1,6.099725839616175,4906,10960,3,11,
601,2,5/22/2009 14:01,300,2,0,6.099725839616175,4906,10960,1,17,
602,0,5/1/2009 2:23,112,4,0,6.099725839616175,4906,10960,2,22,
603,2,12/6/2009 0:32,1382,5,2,6.099725839616175,4906,10960,3,19,windows
604,0,5/12/2009 17:23,1471,5,1,6.099725839616175,4906,10960,3,10,
605,5,3/5/2009 14:51,588,2,1,1.0,1269,2009,4,7,sql
