Id,Tags,Score,CreationDate,ViewCount,AnswerCount,CommentCount,FavoriteCount,AskerId,Reputation,TagCount,TitleLength,Technology,AorN
815446,<php><asp.net><python><webserver>,0,5/2/2009 19:25,1344,5,0,,2128,37258,4,7,php,N
1733619,<python><key-value-store>,12,11/14/2009 7:42,5276,7,1,6,2128,37258,2,4,python,N
1078261,<php><php-extension>,1,7/3/2009 7:50,1955,2,0,,2128,37258,2,4,php,N
732989,<javascript><jquery>,0,4/9/2009 6:00,288,2,0,1,2128,37258,2,6,javascript,N
463332,<linux><kernel-module>,10,1/20/2009 22:03,2891,3,1,,2132,7972,2,11,linux,N
949332,<svn><tortoisesvn>,1,6/4/2009 8:49,276,2,1,1,2133,26850,2,15,null,N
606411,<ssl><filter><phishing>,0,3/3/2009 13:34,735,2,0,,2133,26850,3,19,null,N
685311,<flash><load-testing>,4,3/26/2009 11:06,5398,5,1,1,2133,26850,2,8,null,N
1839530,<.net><java-me><sha1><digital-signature><dsa>,0,12/3/2009 12:09,896,4,0,,2133,26850,5,7,.net,N
583977,<sql-server><schema>,4,2/24/2009 22:49,476,4,0,1,2133,26850,2,11,null,N
583941,<sql-server><tsql>,3,2/24/2009 22:38,6740,4,1,1,2133,26850,2,9,null,N
1457306,<search><full-text-search><tags><tagging>,4,9/21/2009 22:55,1001,4,0,1,2135,757,4,10,null,N
809757,<sql-server><reporting-services><replication><dynamics-crm>,0,5/1/2009 0:38,389,1,1,,2136,1224,4,9,null,N
619665,<linq-to-sql><associations>,0,3/6/2009 17:17,2385,2,0,,2137,2615,2,8,null,N
547063,<.net><entity-framework><ado.net>,2,2/13/2009 18:14,7546,2,1,1,2137,2615,3,6,.net,N
706412,<java><jquery><json><jsp><gzip>,10,4/1/2009 16:42,19730,3,3,5,2138,70119,5,6,java,N
1601393,<pdf><internet-explorer-6>,2,10/21/2009 14:55,370,1,1,,2138,70119,2,9,null,N
1405977,<html><css><css-tables><tabular>,1,9/10/2009 15:22,2294,5,0,,2138,70119,4,8,html,N
484397,<css><xhtml><xhtml-1.0-strict>,2,1/27/2009 17:39,2547,5,0,1,2138,70119,3,11,css,N
751611,<hibernate>,9,4/15/2009 13:08,51750,4,1,3,2138,70119,1,4,hibernate,N
450226,<jstl>,1,1/16/2009 12:06,3887,2,0,1,2138,70119,1,6,null,N
1019618,<java><jsp><jstl>,3,6/19/2009 19:17,9050,2,1,,2138,70119,3,7,java,N
849038,<mysql><timezone><jstl>,0,5/11/2009 17:00,3094,3,0,,2138,70119,3,3,mysql,N
1538821,<java><jsp>,14,10/8/2009 16:10,26433,7,0,4,2138,70119,2,7,java,N
475893,<hibernate><c3p0>,49,1/24/2009 11:31,87751,6,5,26,2138,70119,2,13,hibernate,N
654833,<mysql><hibernate><ant><hbm2ddl>,7,3/17/2009 15:46,1702,1,4,2,2138,70119,4,11,mysql,N
1571611,<jsp><struts>,0,10/15/2009 10:54,3279,1,0,,2138,70119,2,8,null,N
910438,<java><parsing>,3,5/26/2009 12:32,16157,4,0,,2138,70119,2,11,java,N
406534,<web-applications><tomcat><parameters>,0,1/2/2009 11:20,1386,1,0,,2138,70119,3,11,tomcat,N
1237595,<javascript><regex><internet-explorer>,3,8/6/2009 8:25,9114,3,4,,2138,70119,3,7,javascript,N
1378576,<java><pdf>,0,9/4/2009 11:05,3199,2,0,,2138,70119,2,13,java,N
1488191,<joomla><joomla1.5>,4,9/28/2009 17:06,10230,2,1,3,2138,70119,2,7,null,N
566396,<javascript><regex>,8,2/19/2009 17:47,28965,9,0,1,2138,70119,2,7,javascript,N
1378199,<java><url><http-status-code-404>,75,9/4/2009 9:38,134300,5,5,29,2138,70119,3,12,java,N
1486199,<joomla>,0,9/28/2009 9:41,1215,1,3,,2138,70119,1,9,null,N
1374867,<jquery><css>,9,9/3/2009 17:39,19353,3,2,4,2138,70119,2,12,jquery,N
1028081,<tomcat><authentication>,1,6/22/2009 16:14,1737,2,0,,2138,70119,2,8,tomcat,N
945653,<tomcat><servlet-filters>,2,6/3/2009 16:16,1222,2,0,,2138,70119,2,10,tomcat,N
1228381,<java><image><image-scaling>,8,8/4/2009 16:01,17394,2,2,4,2138,70119,3,11,java,N
451597,<cocoa><core-data>,5,1/16/2009 19:20,609,0,0,1,2140,104910,2,11,cocoa,N
932699,<c#><delegates>,27,5/31/2009 19:40,10465,3,1,8,2147,166569,2,14,c#,N
1322591,<emacs><elisp><ropemacs>,31,8/24/2009 13:54,9525,3,0,6,2147,166569,3,6,null,N
1674791,<python><automation><sed><rope>,2,11/4/2009 16:02,255,5,0,3,2147,166569,4,23,python,N
845970,<python><objective-c><macos><pyobjc><void-pointers>,3,5/10/2009 19:39,933,2,0,0,2147,166569,5,11,python,N
1914605,<python><garbage-collection><gil><unladen-swallow>,11,12/16/2009 13:16,1271,3,1,3,2147,166569,4,11,python,N
1155186,<python><code-generation>,0,7/20/2009 18:41,204,1,0,,2147,166569,2,8,python,N
1888854,<parsing><terminology><abstract-syntax-tree><semantic-analysis><concrete-syntax-tree>,84,12/11/2009 15:33,29558,9,0,33,2147,166569,5,14,null,N
681565,<python><django><iis><deployment><isapi-wsgi>,7,3/25/2009 13:22,4698,3,0,3,2147,166569,5,8,python,N
1206836,<oracle><oracle10g><bulkinsert><optimizer-hints>,1,7/30/2009 14:07,3382,1,0,,2147,166569,4,12,oracle,N
1689182,<python><sockets><select><asynchronous>,0,11/6/2009 17:44,572,2,1,1,2147,166569,4,8,python,N
1681984,<oracle><plsql><sqlplus><dynamic-sql><execute-immediate>,1,11/5/2009 16:53,3449,4,0,,2147,166569,5,9,oracle,N
1539844,<sql><oracle><oracle10g><foreign-keys>,0,10/8/2009 19:09,155,1,7,,2147,166569,4,13,sql,N
1494099,<sql><oracle><plsql><oracle10g><rowid>,2,9/29/2009 18:09,1640,7,0,,2147,166569,5,11,sql,N
1188922,<python><integration-testing><multiple-inheritance><nose><mixins>,4,7/27/2009 15:41,1402,2,0,3,2147,166569,5,15,python,N
730707,<assembly><x86><nasm>,4,4/8/2009 16:09,1238,7,3,3,2147,166569,3,8,null,N
1725411,<ml><persistent-data>,2,11/12/2009 21:07,392,2,0,0,2147,166569,2,8,null,N
1631313,<sql><oracle><external-tables>,2,10/27/2009 14:45,3158,1,0,2,2147,166569,3,19,sql,N
1305809,<time-management>,5,8/20/2009 12:21,490,20,0,1,2147,166569,1,14,null,N
1063866,<sql><database><orm><portability><rdbms-agnostic>,9,6/30/2009 14:03,1224,17,1,7,2147,166569,5,3,sql,N
1074843,<sql><sql-server><oracle><oracle10g>,17,7/2/2009 14:49,13837,2,3,1,2147,166569,4,10,sql,N
608149,<ajax><rating><n2>,1,3/3/2009 20:56,634,2,2,,2152,484,3,5,ajax,N
622174,<asp.net-mvc><caching><n2>,0,3/7/2009 17:22,524,1,0,,2152,484,3,5,asp.net-mvc,N
826504,<reporting-services><datasource><reportingservices-2005>,8,5/5/2009 19:21,15295,4,4,4,2156,4600,3,10,null,N
508477,<containers><agent><agents-jade>,4,2/3/2009 19:10,5439,1,1,4,2164,1172,3,3,null,N
1485135,<performance><gzip><nginx>,4,9/28/2009 2:23,1726,2,0,,2168,12780,3,11,null,N
1480038,<mobile><cdn>,3,9/26/2009 0:06,402,2,0,,2168,12780,2,12,null,N
1280088,<javascript><html><reload><back-button>,1,8/14/2009 20:38,2570,3,0,,2168,12780,4,20,javascript,N
1309233,<python><encoding><urllib2>,2,8/20/2009 22:41,586,2,5,,2168,12780,3,8,python,N
1069999,<php><zend-framework><radio-button>,7,7/1/2009 16:05,12092,2,3,2,2169,12403,3,6,php,N
1269249,<ajax><scriptaculous><in-place-editor>,0,8/12/2009 23:20,561,1,0,1,2177,8694,3,7,ajax,N
1608391,<ruby-on-rails><deployment>,0,10/22/2009 16:23,366,1,1,,2177,8694,2,7,ruby-on-rails,N
998286,<javascript><iframe><prototypejs><event-listener>,0,6/15/2009 20:45,4074,2,0,,2177,8694,4,16,javascript,N
502768,<javascript><google-visualization>,0,2/2/2009 10:23,792,1,0,,2183,34578,2,19,javascript,N
1367373,<python><linux><memory>,116,9/2/2009 12:23,119705,8,6,40,2183,34578,3,8,python,N
467600,<python><macos><operating-system>,1,1/22/2009 0:08,3912,5,0,,2183,34578,3,11,python,N
997781,<wcf><compact-framework><windows-mobile-5.0>,0,6/15/2009 19:02,481,2,4,,2191,12119,3,13,null,N
440412,<open-source><code-search-engine>,2,1/13/2009 19:26,174,3,0,,2197,19728,2,10,null,N
591546,<design-patterns><static>,2,2/26/2009 17:28,613,9,0,,2197,19728,2,9,null,N
630947,<api><naming-conventions>,5,3/10/2009 16:01,498,9,2,0,2197,19728,2,7,null,N
1601893,<python><embedded><erlang><lisp><robotics>,20,10/21/2009 16:10,5739,16,5,11,2197,19728,5,13,python,N
1667998,<open-source>,3,11/3/2009 15:23,106,2,2,,2197,19728,1,9,null,N
489024,<apache-flex><user-interface>,5,1/28/2009 19:44,1766,5,0,0,2197,19728,2,8,null,N
440036,<java><python><ruby><multithreading><concurrency>,7,1/13/2009 17:52,556,5,0,1,2197,19728,5,9,java,N
529739,<shared-libraries><code-reuse>,3,2/9/2009 20:20,228,6,0,2,2197,19728,2,12,null,N
1414370,<html><processing.js>,1,9/12/2009 5:26,3831,4,1,,2197,19728,2,7,html,N
483811,<sql-server><x86><64-bit><foxpro><visual-foxpro>,2,1/27/2009 15:19,2672,2,1,,2199,80664,5,7,null,N
1060548,<metrics><software-quality>,7,6/29/2009 21:05,6033,7,0,5,2207,2680,2,3,null,N
866706,<xml><xml-serialization>,49,5/15/2009 2:00,39905,3,0,9,2230,30561,2,10,xml,N
613652,<language-agnostic><oop><polymorphism>,4,3/5/2009 5:19,1868,6,0,0,2230,30561,3,13,oop,N
757066,<javascript><parsing><rdfa><fresnel>,6,4/16/2009 16:55,1515,2,1,2,2235,3110,4,8,javascript,N
517936,<macos><.htaccess>,8,2/5/2009 21:12,4663,6,4,2,2238,62475,2,6,null,N
894309,<php><netbeans>,0,5/21/2009 18:17,537,1,0,,2238,62475,2,8,php,N
766238,<java>,5,4/19/2009 22:18,1022,8,1,,2238,62475,1,11,java,N
606599,<java><eclipse><syntax-highlighting>,4,3/3/2009 14:33,326,3,0,,2238,62475,3,3,java,N
633772,<eclipse><ant>,1,3/11/2009 8:54,332,1,0,,2238,62475,2,6,null,N
741682,<php><unit-testing><http-headers>,4,4/12/2009 12:13,1835,5,1,3,2238,62475,3,3,php,N
718977,<java><swing><nimbus>,3,4/5/2009 14:11,2941,2,0,3,2352432,10667,3,11,java,N
1800662,<java><security><applet><obfuscation>,7,11/25/2009 23:29,122,1,6,,2352432,10667,4,8,java,N
1049053,<java><usb-drive>,4,6/26/2009 13:12,1905,2,3,2,2238,62475,2,8,java,N
739119,<documentation><maintenance>,0,4/10/2009 23:02,612,2,0,1,2238,62475,2,9,null,N
905644,<coding-style><encapsulation>,4,5/25/2009 6:57,244,6,0,2,2238,62475,2,5,null,N
678400,<sql><sql-injection><prepared-statement>,11,3/24/2009 17:26,12072,4,0,3,2238,62475,3,5,sql,N
530608,<git><open-source><fork>,0,2/9/2009 23:55,352,7,2,1,2238,62475,3,5,null,N
1404552,<java><eclipse><plugins><sametime>,2,9/10/2009 10:45,714,2,2,,2245,1345,4,9,java,N
1752623,<graph><graph-theory>,6,11/17/2009 23:30,2991,1,0,1,2246,34870,2,5,null,N
1322763,<c#><configuration><installation><config>,4,8/24/2009 14:32,1269,1,2,,2253,3860,4,9,c#,N
764520,<css><firefox><printing><print-css>,28,4/19/2009 0:04,40081,8,3,5,5921,27281,4,9,css,N
1076996,<c#><audio><interop><quicktime>,0,7/2/2009 22:36,1074,1,0,,5931,445,4,21,c#,N
870369,<toolbar><taskbar><deskband>,3,5/15/2009 19:16,2454,1,0,3,5931,445,3,17,null,N
1060981,<c#><favorites><special-folders><roaming-profile>,4,6/29/2009 22:56,2920,1,0,1,5931,445,4,11,c#,N
860764,<wpf><listbox>,11,5/13/2009 22:33,3821,6,2,4,9,22626,2,11,null,N
1823339,<visual-studio-2010><silverlight-4.0>,3,12/1/2009 0:37,6159,3,0,1,9,22626,2,14,null,N
900438,<database><sqlite><sql-server-ce><system.data.sqlite>,7,5/22/2009 23:40,6245,3,1,2,5954,2501,4,9,null,N
1461381,<c++><c>,8,9/22/2009 17:14,2442,10,1,1,5963,32619,2,12,c++,N
813887,<c><gcc><atomic>,10,5/2/2009 1:11,3081,1,3,1,5963,32619,3,12,c,N
602467,<c#>,4,3/2/2009 14:14,5381,14,2,8,2260,59826,1,15,c#,N
1373199,<.net><appdomain><revit>,9,9/3/2009 12:43,4682,3,0,6,2260,59826,3,12,.net,N
1636086,<c#><visual-studio-2008><code-generation><t4>,5,10/28/2009 9:29,2207,2,1,1,2260,59826,4,17,c#,N
1362757,<c#><.net><ironpython><appdomain>,6,9/1/2009 14:17,3071,1,2,4,2260,59826,4,10,c#,N
1476012,<c#><visual-studio-2008><debugging><installation>,0,9/25/2009 8:05,140,2,0,,2260,59826,4,17,c#,N
1090392,<security><passwords><gmail>,0,7/7/2009 4:45,92,1,0,,2270,509,3,16,null,N
971679,<asp.net><impersonation><virtual-directory>,2,6/9/2009 18:18,1025,1,0,1,2270,509,3,12,asp.net,N
1622975,<asp.net><logging><smtp><enterprise-library><web-config>,3,10/26/2009 3:46,2945,1,0,,2273,9246,5,12,asp.net,N
1519371,<assembly><x86><x86-64><protected-mode>,3,10/5/2009 10:49,1350,6,3,3,1084,105500,4,13,null,N
437190,<agile><extreme-programming><pair-programming>,2,1/12/2009 22:06,528,8,3,,5978,4340,3,9,null,N
627306,<.net><crash><drwatson>,1,3/9/2009 17:48,921,4,0,,5978,4340,3,10,.net,N
1534014,<javascript>,13,10/7/2009 20:31,6073,3,0,2,5978,4340,1,7,javascript,N
1378531,<.net><winforms>,0,9/4/2009 10:54,106,3,2,,5978,4340,2,9,.net,N
431527,<haskell><type-inference><typeclass>,22,1/10/2009 18:49,5042,5,0,9,5978,4340,3,5,null,N
1567778,<winforms>,1,10/14/2009 17:25,352,2,0,,5978,4340,1,6,null,N
1146218,<c#><unit-testing><tdd>,6,7/18/2009 0:02,1128,5,2,5,5982,14303,3,15,c#,N
1798771,<windows>,5,11/25/2009 17:54,2073,1,0,,2283,13786,1,7,windows,N
1433367,<python>,3,9/16/2009 14:35,3178,4,0,1,2283,13786,1,18,python,N
