Id,Score,CreationDate,ViewCount,AnswerCount,CommentCount,FavoriteCount,AskerId,Reputation,TagCount,TitleLength,Technology
142,5,1784,54,1,0,7,341,727,3,4,0
144,36,1728,2724,4,0,13,888,842,4,10,15
145,9,542,2412,2,0,3,463,193,1,18,1
147,7,834,404,2,6,0,542,1319,1,2,15
148,8,229,303,1,0,0,1105,148,1,6,30
150,23,2051,1900,11,0,5,527,346,4,4,1
151,23,345,2190,3,0,2,867,1265,2,4,15
153,5,1332,644,1,0,1,341,727,1,9,1
155,7,849,555,2,1,7,788,1216,1,9,8
157,8,1236,882,4,6,7,645,991,2,9,14
159,15,1439,2641,4,0,1,1313,1335,1,3,15
163,7,43,766,2,1,7,164,637,2,13,0
166,10,2001,1236,1,0,7,338,1287,1,6,0
167,9,396,1996,4,0,1,864,289,3,10,34
176,29,2140,2159,6,2,12,542,1319,2,1,1
177,7,5,519,1,2,1,1218,592,2,4,15
178,6,198,1938,1,0,7,28,1246,2,9,4
179,5,583,307,1,1,7,496,674,1,6,30
180,5,1405,745,1,0,7,53,894,3,9,4
182,7,1904,1104,5,0,2,397,1185,3,10,21
185,9,621,585,2,0,7,434,1276,0,12,1
188,22,1878,2013,5,0,5,374,327,2,8,1
189,6,779,1531,2,3,1,65,888,3,7,27
192,3,969,71,1,2,7,572,700,0,5,1
194,12,1528,1829,6,1,2,588,1383,0,2,1
197,8,84,1295,3,0,7,1258,588,3,6,0
201,9,998,260,1,1,1,731,239,2,11,1
202,4,1495,617,1,1,7,919,1277,0,8,1
203,5,1636,61,1,2,7,746,527,2,6,16
207,5,325,919,1,0,7,847,961,3,7,1
209,12,2129,2545,1,2,2,1276,864,3,8,1
211,7,662,2293,4,1,2,687,993,1,11,1
213,9,1186,1532,7,0,7,926,295,1,8,27
215,7,1915,1094,1,0,1,1207,690,2,5,0
216,7,922,1690,2,2,7,927,1205,2,4,14
217,8,2086,519,1,0,1,317,388,2,3,1
219,10,1505,1722,2,1,1,363,511,2,6,21
220,6,459,517,1,0,7,197,825,3,7,1
221,8,541,1405,2,0,2,27,202,3,5,8
222,7,556,1433,0,5,7,616,746,2,4,1
224,9,2044,270,3,0,7,507,1279,2,2,15
228,17,1133,2114,12,6,1,1225,1116,4,11,8
231,6,1084,1320,3,1,7,323,749,3,9,0
232,7,79,216,5,4,7,678,785,3,11,1
233,5,1277,812,1,0,7,40,1097,3,14,1
234,8,2072,2677,6,4,1,921,895,3,2,8
235,6,945,608,1,0,1,321,955,2,12,1
236,8,1472,1943,1,1,2,1215,823,2,8,1
237,11,1967,1994,1,0,1,788,1216,3,5,1
239,5,2176,160,3,2,7,317,388,0,5,1
240,21,646,1566,1,4,3,1097,1033,1,10,14
241,12,985,1144,2,1,1,682,1057,2,6,16
244,9,1895,159,1,2,7,32,1379,3,11,8
250,8,620,1528,2,1,7,730,1191,1,8,3
252,23,1506,2566,4,3,8,585,1320,2,9,6
254,10,134,1166,1,2,7,686,1102,2,9,8
256,12,1952,1619,2,0,1,755,1018,1,1,1
257,34,936,2491,4,4,3,355,1245,2,6,15
258,5,885,265,0,2,7,685,971,3,8,14
262,6,1339,46,1,1,7,707,219,4,12,16
266,7,2131,286,12,4,7,1074,1236,0,5,1
267,5,343,410,4,2,7,297,1079,3,8,1
269,6,2050,2292,1,0,1,76,928,3,9,8
278,12,344,1780,9,6,5,318,1150,2,9,34
279,6,57,1441,7,0,7,338,1287,3,5,1
280,8,288,56,2,0,2,782,1083,2,7,16
281,9,148,1947,2,0,7,375,821,2,4,1
282,7,763,1950,1,0,7,440,848,3,12,32
283,9,1851,2210,2,4,2,426,1107,1,11,1
284,9,760,1217,1,2,7,841,486,4,6,29
285,10,531,1300,0,2,1,1195,1340,2,7,1
287,12,1667,606,3,0,7,211,906,2,10,0
290,50,1613,2635,5,0,5,28,1246,2,8,8
294,6,627,797,2,0,7,1295,184,1,10,32
295,8,84,1295,3,0,7,1258,588,3,6,0
296,15,887,2608,4,1,6,410,1292,1,2,8
297,27,2,2088,5,0,10,1006,415,2,4,1
298,13,2124,1955,5,3,7,16,924,3,7,15
299,6,285,370,1,1,7,114,1212,1,4,1
301,6,40,681,1,0,7,1046,98,3,9,6
303,39,1504,2642,13,0,3,80,1073,3,3,8
307,5,1260,154,1,1,7,10,517,3,3,1
308,37,2108,2518,2,7,9,296,0,2,16,27
310,5,2191,433,1,0,7,643,338,2,8,32
311,8,634,1432,3,3,7,1271,168,2,7,8
320,7,1168,323,6,2,1,791,1041,1,9,1
321,7,1816,343,2,5,7,783,1285,4,11,15
322,7,55,402,1,0,1,355,1245,4,7,15
324,7,1308,1069,5,2,7,870,762,2,18,36
325,11,835,1693,1,0,1,510,1149,1,4,1
326,14,1953,2184,3,0,3,414,134,4,13,16
327,7,2080,1248,2,10,7,1123,1048,2,6,15
328,14,666,2011,1,0,7,588,1383,1,5,1
329,16,126,1567,8,0,4,472,817,1,10,9
333,22,1197,2523,3,2,4,419,247,1,15,4
334,13,1235,536,4,2,2,572,700,0,4,1
335,4,2030,41,1,0,7,500,802,1,11,1
337,13,1769,1647,3,1,2,1251,522,4,9,36
341,9,890,379,1,3,7,119,1197,1,5,0
342,5,810,332,3,2,7,1100,874,3,6,8
343,9,365,722,2,2,1,908,581,2,2,8
346,5,113,37,1,0,7,947,547,2,3,6
348,6,955,1500,2,0,7,1087,52,2,7,1
351,8,376,852,2,0,7,848,1359,4,17,9
352,7,47,617,3,10,7,723,1312,4,5,8
353,6,1001,1216,2,1,7,1117,1032,2,3,14
354,7,1408,1828,4,0,7,289,1155,0,10,1
355,5,2098,1703,2,0,7,666,1336,2,7,4
356,7,411,1344,2,0,7,576,383,4,5,0
359,7,1547,234,3,0,7,1318,22,2,9,4
362,14,1847,369,0,6,0,1127,728,4,11,0
363,11,2241,1700,5,1,5,778,1316,2,4,1
364,5,1782,441,3,0,7,474,116,2,11,13
365,10,846,361,2,2,1,424,1363,2,12,1
369,6,388,786,1,0,7,723,1312,0,11,1
371,8,739,1502,2,2,7,930,1367,1,10,11
372,6,1353,401,2,0,7,113,265,2,10,27
375,5,1062,30,2,0,7,919,1277,1,6,1
377,7,8,702,2,0,1,1022,1389,1,11,15
381,9,1614,1177,8,1,9,573,846,0,8,1
383,7,1618,2588,1,6,1,923,1089,1,6,1
385,6,1573,884,3,0,2,1065,1069,3,3,27
386,6,1943,2099,2,0,1,1157,1141,2,17,4
387,6,1842,1473,2,6,7,890,1338,3,13,8
397,5,1963,322,2,0,7,338,1287,1,1,1
400,8,932,1081,3,2,2,534,1273,3,7,9
401,27,1178,2320,7,2,9,49,1008,1,6,26
403,4,1101,300,1,5,7,772,691,3,4,16
406,8,2142,2123,3,1,1,367,1267,3,15,8
407,5,132,261,0,3,1,839,1382,2,15,26
408,9,443,1675,1,0,7,1167,260,2,3,15
409,10,1100,1190,3,1,7,731,239,3,9,1
411,15,201,837,3,0,2,84,1352,2,3,0
413,17,1351,2555,3,1,1,67,1094,2,8,1
414,10,827,608,2,0,1,1048,1078,1,10,15
417,8,468,431,3,1,2,1039,1025,0,11,1
418,5,1413,66,1,0,1,450,1373,1,6,1
419,5,2179,869,2,0,7,1185,1193,1,7,17
428,5,1359,1405,2,2,7,1072,875,1,10,24
430,6,150,2368,3,0,7,447,1290,1,7,1
431,10,107,1496,3,0,7,67,1094,4,9,9
432,6,1588,632,1,1,7,410,1292,2,6,1
437,10,1394,1738,5,0,2,336,1300,0,8,6
439,9,1866,531,2,0,7,358,1052,3,5,15
443,5,419,1168,1,0,1,1107,274,2,10,1
450,5,1328,178,2,0,7,1258,588,3,6,8
451,10,1657,2125,2,1,1,289,1155,1,7,1
452,8,474,94,1,1,7,791,1041,3,15,1
453,10,1888,2302,2,0,7,966,318,1,11,1
454,7,1342,969,3,0,7,367,1267,4,7,8
455,5,484,1778,1,0,7,487,1304,1,7,1
460,7,161,1382,4,0,7,12,301,0,9,1
461,18,479,2253,6,0,8,613,304,3,6,1
462,12,1870,1670,2,0,0,137,964,2,12,16
463,5,1642,438,1,0,7,1274,186,3,11,4
464,13,2083,1387,4,0,1,192,852,1,9,1
465,6,904,15,3,0,7,1137,499,1,14,1
466,9,1494,1019,2,0,7,84,1352,2,5,0
467,15,177,2721,12,3,2,450,1373,2,4,16
472,7,1846,478,1,3,1,773,716,1,9,8
474,6,1061,865,1,4,0,525,536,2,9,8
476,12,1461,2415,3,2,7,297,1079,3,5,0
478,9,2153,933,1,0,3,1133,1066,1,4,1
483,9,1531,2034,1,0,7,405,414,3,4,8
486,5,2043,624,2,0,7,483,1062,2,18,1
487,7,1859,310,3,0,1,41,253,1,16,16
488,10,2139,1467,2,2,1,40,1100,1,12,1
491,7,56,126,3,0,7,501,970,1,9,1
492,7,1936,1539,0,3,1,67,1094,2,5,1
497,6,1920,777,2,0,7,381,1264,2,13,1
501,7,270,2213,3,0,2,378,975,2,11,8
502,6,1223,674,1,2,7,367,1267,2,5,8
503,9,2133,1302,6,0,0,505,1109,2,12,23
505,5,1177,15,1,0,7,1287,216,1,10,1
507,11,1757,2208,3,0,7,940,1384,2,7,1
511,16,1059,1000,3,0,7,472,817,2,7,1
514,7,1709,826,1,2,1,637,1123,1,6,4
517,8,1416,80,1,0,2,632,1231,1,14,10
521,8,2085,489,2,0,7,1295,184,2,3,32
522,5,1823,423,4,0,7,902,651,1,5,0
523,4,1857,1360,4,0,2,40,1097,2,9,36
527,5,554,1515,2,0,7,168,1348,4,15,15
530,5,593,1081,2,0,7,440,848,4,4,32
532,9,2240,1543,3,3,3,595,773,3,7,8
538,6,1315,163,1,0,7,1090,618,3,8,1
540,6,1243,178,1,0,1,890,1338,1,8,1
543,15,1215,810,3,3,4,1164,1268,1,7,15
547,5,1671,2093,3,3,7,878,656,4,15,34
550,6,1130,523,0,2,7,1224,224,2,14,14
552,5,650,874,3,0,1,28,1246,2,5,6
553,30,880,1568,1,0,1,803,421,2,16,1
556,10,1762,427,9,2,0,501,970,1,6,1
557,22,854,1041,4,1,4,36,1125,1,9,0
560,5,159,614,6,0,1,441,1028,3,7,0
568,5,886,1912,2,0,7,12,297,1,3,1
569,7,2161,2191,2,0,7,84,1352,2,12,1
571,6,1267,1184,1,1,7,814,1354,3,11,17
572,6,427,323,0,6,2,1079,269,0,8,30
573,7,30,455,8,3,7,1006,415,2,8,1
575,11,1615,1746,5,0,5,871,915,0,8,1
577,7,987,368,1,1,2,723,1312,3,12,8
581,6,1663,923,3,0,7,1295,184,2,4,32
582,7,247,1607,2,1,7,502,1317,4,6,1
585,5,702,211,1,0,7,136,1016,2,8,24
586,15,184,2647,4,4,7,963,470,2,5,12
587,5,1169,97,1,0,7,844,761,4,9,15
588,6,670,398,1,1,0,29,1252,2,9,27
589,6,389,1389,1,0,1,182,871,4,7,9
590,7,2109,1507,2,0,7,241,357,1,6,1
592,5,2175,290,2,0,1,1296,36,1,3,4
593,6,1808,1745,2,0,7,18,709,1,3,1
596,10,2125,505,2,1,1,327,212,3,6,34
597,5,1239,168,1,1,7,434,1276,2,9,13
599,6,1008,1285,1,0,7,1264,799,3,8,1
600,6,2158,1261,2,2,7,382,682,1,6,8
603,21,340,2670,3,1,5,116,462,2,9,1
608,5,1358,1653,2,0,7,241,357,3,6,1
611,14,1710,2103,3,2,3,179,194,3,4,6
613,5,545,25,1,0,7,317,388,2,10,0
614,10,332,874,2,1,7,62,330,0,7,1
616,5,946,148,1,0,7,91,528,0,14,1
617,9,1645,2138,1,1,4,493,109,2,2,1
619,11,1721,1879,2,0,2,1166,609,3,10,3
620,9,2133,1302,6,0,0,505,1109,2,12,23
622,5,913,652,1,0,7,237,15,2,9,1
624,8,62,588,2,9,2,778,1316,2,8,10
625,8,32,474,2,0,3,542,1319,2,1,1
628,12,1867,2287,3,0,1,1289,1092,2,11,8
631,6,2006,1412,3,0,7,1185,1193,1,2,17
632,5,151,905,4,0,7,1053,1162,1,5,1
641,22,1412,2049,10,8,6,1040,203,4,11,8
643,34,936,2491,4,4,3,355,1245,2,6,15
644,6,674,1204,1,0,7,1123,1048,3,3,15
649,6,2002,738,2,0,7,375,821,3,8,36
650,7,17,979,1,0,7,220,736,2,4,29
652,7,1415,1541,3,2,1,553,1049,4,5,16
654,8,1200,1661,2,2,7,755,1018,2,8,8
657,5,1181,1191,3,2,7,884,650,4,6,16
659,8,267,1839,2,0,1,289,1155,2,9,36
660,13,1898,229,3,4,4,1065,1072,2,12,9
663,22,598,2015,8,8,15,22,1084,3,10,14
664,7,2097,157,1,0,1,490,1381,3,7,27
666,5,1493,461,3,0,7,338,1287,0,10,1
670,6,948,510,1,6,1,788,1216,4,11,1
671,7,1487,1843,6,1,7,530,573,1,3,0
672,5,599,331,1,0,7,727,382,1,11,1
674,6,1326,556,2,1,7,1074,1240,2,3,34
675,9,156,1967,2,0,7,1333,178,1,6,15
685,6,626,1603,2,2,1,3,926,2,4,1
686,5,602,382,1,0,1,1295,184,2,7,32
687,5,175,437,2,0,7,528,152,1,8,1
688,6,581,871,1,3,7,367,1267,0,7,1
689,12,1977,2036,3,0,3,490,1380,4,7,27
690,5,690,415,1,0,7,659,155,1,8,1
692,21,337,1701,5,2,8,422,1112,1,5,6
693,11,405,1659,7,0,5,1022,1389,2,6,1
696,27,2052,2409,15,1,10,29,1252,2,7,1
697,7,240,772,1,0,7,927,1205,3,5,4
698,5,784,362,1,2,7,1306,537,2,4,1
699,5,1933,378,3,0,7,75,1288,2,3,0
700,8,1754,1057,2,0,1,32,1379,2,8,16
702,6,588,675,2,3,1,763,813,3,6,16
704,8,565,2378,6,5,1,308,434,3,6,1
707,5,911,62,4,1,7,1152,944,0,13,16
708,7,88,408,3,1,1,542,1319,2,11,15
710,8,1106,145,7,5,1,12,301,2,9,26
711,7,2089,511,1,0,7,919,1277,0,7,32
714,12,1977,2036,3,0,3,490,1380,4,7,27
716,10,1081,447,1,0,1,67,1092,3,7,8
718,24,386,2715,4,0,6,650,172,1,8,1
719,7,457,207,2,0,2,80,1073,0,4,22
723,7,1148,1869,2,4,7,329,1119,2,7,1
727,5,1782,441,3,0,7,474,116,2,11,13
729,6,1419,724,3,0,7,351,308,2,5,1
730,6,73,208,1,2,7,1316,238,2,6,4
734,5,935,219,1,0,7,65,888,2,7,0
735,24,2173,2047,5,3,3,410,1292,0,7,1
738,8,1882,915,7,0,7,914,856,2,18,13
739,13,1490,2685,9,0,1,487,1304,1,6,16
740,11,1080,2651,4,1,4,1343,1105,1,5,3
741,6,14,255,1,0,7,953,747,1,13,1
742,8,1848,2634,2,0,1,201,324,1,7,1
743,5,1679,1268,2,0,7,1229,857,2,7,27
745,8,851,1946,1,2,2,358,1052,3,6,15
747,6,924,97,1,0,1,342,882,2,8,1
749,8,1063,187,2,0,2,40,1097,2,4,1
750,9,1803,2551,5,0,7,290,21,0,12,32
751,5,1048,796,1,0,7,897,464,2,9,1
752,5,1635,456,1,0,7,963,470,2,4,27
754,11,279,2485,1,2,7,1171,562,1,7,1
757,6,786,553,3,0,7,1306,537,2,4,0
758,7,120,1774,3,1,0,456,94,2,16,1
759,5,583,307,1,1,7,496,674,1,6,30
760,7,1390,2324,2,0,7,839,1382,1,15,16
761,5,1211,990,2,0,7,1302,1194,2,4,1
762,13,1780,2143,2,0,2,40,1100,3,8,1
763,10,1566,1562,2,0,3,87,590,2,7,1
766,11,796,662,1,2,7,814,1354,1,13,1
770,15,1439,2641,4,0,1,1313,1335,1,3,15
771,5,1671,2093,3,3,7,878,656,4,15,34
773,6,874,111,5,3,7,29,1252,1,15,9
777,8,1385,1074,1,2,7,839,1382,1,14,16
779,12,1114,2268,7,1,7,578,182,3,7,9
780,9,2092,2244,2,0,1,510,1152,3,5,27
781,13,1244,2069,3,2,2,71,919,2,7,27
782,11,1442,2004,6,2,2,585,1320,3,11,34
786,8,1484,1576,1,0,0,963,470,3,11,1
787,7,1580,196,0,1,7,900,82,1,4,1
788,8,323,644,1,0,7,245,1296,4,7,1
790,9,1601,2109,2,0,7,1185,1193,2,10,4
791,5,458,789,1,0,7,467,1086,2,10,1
793,5,1279,715,2,0,7,66,1298,3,6,4
796,6,2182,416,0,2,7,395,1189,1,7,0
798,22,1878,2013,5,0,5,374,327,2,8,1
799,5,1794,130,1,1,7,279,1229,2,7,0
803,15,1707,2406,2,1,7,1211,1299,3,2,9
806,9,144,2087,4,0,5,173,556,2,3,1
807,8,1787,367,3,1,7,890,1338,2,6,0
808,6,1789,276,1,0,7,507,1279,1,5,1
809,8,280,299,1,0,7,641,647,2,8,30
811,20,814,2051,4,6,8,890,1338,0,9,16
814,5,1156,560,1,0,7,95,1095,4,11,0
817,7,1656,293,0,1,7,1253,110,3,9,1
818,6,1779,994,1,1,0,1,1014,1,8,36
820,9,1453,398,1,0,0,45,1239,0,7,1
822,9,697,677,1,0,1,919,1277,1,4,1
823,8,769,1544,2,0,7,630,762,1,5,1
824,26,1210,2317,6,4,13,80,1073,3,8,15
826,5,491,20,1,0,7,956,968,2,11,1
833,6,1086,289,3,0,7,912,56,2,6,1
834,6,1072,484,1,4,7,303,435,0,6,16
835,5,268,1540,1,0,7,1292,737,3,5,15
836,5,832,253,3,7,1,1263,103,2,12,4
837,6,2105,2197,1,8,1,685,971,3,5,16
838,10,1805,1968,3,2,1,71,922,2,11,27
841,6,847,74,3,6,7,1142,721,2,6,8
842,8,1692,2698,4,2,4,16,924,3,7,15
843,6,394,1214,4,0,7,367,1267,3,3,0
846,5,991,494,1,0,7,919,1277,2,8,1
849,5,1129,378,2,3,0,574,160,2,4,13
850,5,1642,438,1,0,7,1274,186,3,11,4
851,8,1144,837,1,0,1,556,249,1,11,1
852,11,1320,2763,4,0,1,541,254,1,14,1
855,6,1347,602,2,0,1,411,784,2,14,22
858,13,805,1784,3,1,5,1075,93,1,9,9
862,8,1975,554,2,0,2,277,1358,4,17,8
864,17,220,1656,2,1,6,315,1356,2,9,0
866,5,1802,155,2,0,7,367,1267,0,5,4
869,19,86,2450,2,1,2,338,1287,1,10,1
870,17,118,2141,7,0,10,594,512,2,7,15
872,7,116,1536,2,0,1,840,1374,2,14,16
873,18,437,856,5,0,1,571,1017,1,6,1
874,9,2049,1238,5,0,1,1035,1260,1,14,1
879,6,2014,64,1,0,7,921,895,2,15,8
880,4,356,213,2,2,0,169,1271,1,4,1
882,10,2171,1447,2,0,1,219,890,1,8,9
883,9,616,2201,5,6,8,32,1379,2,4,1
885,11,318,1077,0,10,4,245,1296,3,7,1
887,5,1224,105,1,0,7,557,240,2,10,1
889,8,1045,1151,3,0,1,348,47,1,11,1
893,8,1711,961,3,0,3,1117,1032,2,3,30
894,5,1948,238,1,0,7,1295,184,2,5,1
896,5,745,1743,1,0,1,1316,238,2,10,32
897,6,33,1402,2,0,7,367,1267,2,6,6
899,7,1278,143,3,0,7,919,1277,2,10,0
900,15,1221,1349,2,0,7,309,614,1,15,30
903,10,2028,2473,6,4,3,1246,597,2,3,4
904,7,1127,662,1,0,7,96,1398,2,6,1
907,9,863,1677,4,2,2,589,474,3,9,1
909,7,802,365,3,0,1,919,1277,1,8,1
913,6,416,557,1,0,1,660,361,2,11,8
914,13,321,1678,2,1,3,1057,1134,2,5,1
915,6,1921,1650,6,0,7,1289,1092,2,4,8
918,8,592,2340,1,3,7,1285,1137,1,7,1
929,10,1452,1941,4,0,1,839,1382,2,11,16
930,7,1440,1340,2,0,7,444,456,3,7,4
934,7,1764,596,8,0,7,461,1198,1,3,13
935,5,154,225,4,3,7,588,1383,2,2,21
936,8,1489,182,3,2,7,18,709,0,3,1
939,6,1223,674,1,2,7,367,1267,2,5,8
944,7,1409,2307,2,1,1,486,278,2,5,0
945,13,1903,1884,2,1,3,650,172,1,7,1
946,6,196,911,4,1,7,588,1383,1,5,1
947,7,1718,255,1,0,7,424,1363,2,8,29
948,18,59,2463,6,1,5,410,1292,3,12,9
949,39,93,2714,12,5,11,588,1383,2,7,16
950,6,1407,288,1,0,7,1059,740,4,8,1
954,19,2134,2787,2,0,8,442,661,3,9,1
955,6,1958,956,2,0,7,104,1060,3,14,16
956,5,555,827,0,2,7,119,1197,0,11,1
957,7,1981,727,3,0,1,317,388,1,4,1
960,13,289,2585,5,1,1,288,695,1,8,32
961,8,966,1070,1,2,7,32,1379,2,3,4
962,5,562,16,2,0,7,1037,504,2,7,4
963,6,902,344,3,0,1,172,61,3,10,1
964,29,442,2442,8,9,11,212,375,3,6,1
966,5,579,180,2,0,1,1024,844,4,12,1
968,6,1457,123,3,0,7,734,617,1,2,1
971,5,748,392,3,1,7,583,302,3,5,23
974,5,1695,372,4,0,7,301,262,0,4,1
984,5,2088,64,2,0,7,338,1287,1,4,1
985,6,1571,645,2,0,1,778,1316,3,9,1
987,6,224,851,1,2,7,91,528,2,17,1
988,5,1247,138,1,0,7,1138,484,1,10,1
990,7,1336,1448,1,0,7,721,315,1,13,24
991,6,543,1328,1,1,1,311,449,0,3,1
992,7,110,1417,1,2,1,1191,989,2,12,1
993,7,761,1293,1,1,7,667,758,2,8,11
994,6,657,423,1,0,7,1057,1140,0,7,1
997,10,1337,287,3,2,3,681,400,2,6,8
999,62,1908,2745,4,1,37,987,1172,1,6,3
1001,12,322,2515,6,0,4,587,917,1,8,8
1002,37,1622,1937,5,0,12,389,679,1,10,1
1004,11,1595,1376,4,1,1,1045,1024,2,7,1
1006,38,778,2650,5,0,14,305,106,0,11,1
1008,5,1363,290,2,0,7,91,528,0,8,1
1012,11,124,2512,6,0,3,1283,195,2,19,8
1015,5,2011,430,3,2,7,8,1053,2,15,1
1016,5,1011,1650,3,0,7,990,913,2,10,17
1018,5,1557,875,2,0,7,797,16,2,6,1
1020,5,2043,624,2,0,7,483,1062,2,18,1
1023,9,258,537,3,1,3,839,1382,3,11,26
1028,11,124,2512,6,0,3,1283,195,2,19,8
1029,7,1294,283,2,0,1,467,1086,0,15,1
1032,9,1627,2482,12,0,10,593,965,0,13,15
1033,7,1567,1123,2,0,7,755,1018,2,7,17
1035,7,993,824,4,0,7,411,784,1,9,1
1037,6,571,133,2,0,7,139,1353,3,12,1
1039,5,1672,1671,2,0,1,550,791,2,5,8
1043,5,1047,125,1,0,7,62,328,2,9,1
1046,16,1507,1167,7,1,8,467,1086,2,5,1
1048,5,1164,739,1,0,7,846,325,2,12,1
1049,11,2147,2137,4,1,7,57,663,2,3,8
1051,5,70,1592,2,0,7,467,1086,2,13,1
1052,11,1083,1953,2,0,3,889,352,3,6,1
1053,8,1515,183,1,1,7,164,637,1,14,0
1054,9,1941,753,4,2,2,750,828,1,3,27
1055,6,60,1162,1,0,7,428,1278,4,5,9
1056,5,695,557,1,0,7,716,403,0,7,1
1059,82,1922,2801,6,7,34,43,1313,1,3,8
1061,46,1512,2792,10,6,11,397,1185,1,9,13
1062,11,736,1680,1,0,7,67,1094,2,5,8
1063,6,455,492,3,0,1,447,1290,2,6,1
1064,5,1391,330,1,0,7,16,924,3,9,15
1065,5,458,789,1,0,7,467,1086,2,10,1
1067,7,1278,143,3,0,7,919,1277,2,10,0
1068,15,2155,2524,5,1,1,839,1382,1,11,16
1074,5,1126,1330,3,0,1,1294,1056,3,2,1
1076,6,53,768,5,0,7,367,1267,3,4,8
1079,13,1892,2240,11,3,8,1042,305,1,6,27
1080,6,817,927,2,0,7,758,1329,0,4,1
1081,5,312,1615,2,0,7,1074,1236,2,7,8
1082,6,2174,759,4,0,7,1006,415,2,9,0
1083,6,1043,660,2,0,7,890,1338,1,9,2
1084,8,864,2416,3,9,3,1074,1236,3,5,8
1086,5,192,369,2,0,7,533,1182,4,10,15
1087,6,308,1365,2,0,1,190,751,3,13,6
1089,7,1747,926,3,1,7,1260,555,2,3,9
1091,6,903,344,1,1,7,392,270,1,9,1
1092,13,1244,2069,3,2,2,71,919,2,7,27
1093,11,2194,2499,3,3,5,593,965,1,10,9
